date,assets_proxy_usd
2024-11-29 00:00:00,4462120341.0
2024-11-30 00:00:00,4481475789.0
2024-12-01 00:00:00,4585216630.0
2024-12-02 00:00:00,4582414352.0
2024-12-03 00:00:00,4635817686.0
2024-12-04 00:00:00,4705513861.0
2024-12-05 00:00:00,4992163604.0
2024-12-06 00:00:00,5003706022.0
2024-12-07 00:00:00,5395304340.0
2024-12-08 00:00:00,5395671620.0
2024-12-09 00:00:00,5455311282.0
2024-12-10 00:00:00,5086959938.0
2024-12-11 00:00:00,4978181771.0
2024-12-12 00:00:00,5101871708.0
2024-12-13 00:00:00,5129742422.0
2024-12-14 00:00:00,5097231189.0
2024-12-15 00:00:00,5024909079.0
2024-12-16 00:00:00,5035574934.0
2024-12-17 00:00:00,5178099923.0
2024-12-18 00:00:00,5032497593.0
2024-12-19 00:00:00,4799061761.0
2024-12-20 00:00:00,4408889790.0
2024-12-21 00:00:00,4450259097.0
2024-12-22 00:00:00,4122293866.0
2024-12-23 00:00:00,4072215853.0
2024-12-24 00:00:00,4215865978.0
2024-12-25 00:00:00,4253513267.0
2024-12-26 00:00:00,4235082318.0
2024-12-27 00:00:00,4094403059.0
2024-12-28 00:00:00,3959776918.0
2024-12-29 00:00:00,4032711693.0
2024-12-30 00:00:00,4322293630.0
2024-12-31 00:00:00,3841438093.0
2025-01-01 00:00:00,3815611414.0
2025-01-02 00:00:00,4109708762.0
2025-01-03 00:00:00,3938011132.0
2025-01-04 00:00:00,4133542065.0
2025-01-05 00:00:00,4210995651.0
2025-01-06 00:00:00,4196336704.0
2025-01-07 00:00:00,4214312691.0
2025-01-08 00:00:00,3767439462.0
2025-01-09 00:00:00,3646730562.0
2025-01-10 00:00:00,3540661485.0
2025-01-11 00:00:00,3587661262.0
2025-01-12 00:00:00,3619216813.0
2025-01-13 00:00:00,3550579835.0
2025-01-14 00:00:00,3425339749.0
2025-01-15 00:00:00,3532065835.0
2025-01-16 00:00:00,3741408276.0
2025-01-17 00:00:00,3578676579.0
2025-01-18 00:00:00,3768337941.0
2025-01-19 00:00:00,3549335397.0
2025-01-20 00:00:00,3740738749.0
2025-01-21 00:00:00,3635047571.0
2025-01-22 00:00:00,3679208171.0
2025-01-23 00:00:00,3498416600.0
2025-01-24 00:00:00,3530398676.0
2025-01-25 00:00:00,3574047133.0
2025-01-26 00:00:00,3563307694.0
2025-01-27 00:00:00,3527374719.0
2025-01-28 00:00:00,3396812056.0
2025-01-29 00:00:00,3285293658.0
2025-01-30 00:00:00,3354624140.0
2025-01-31 00:00:00,3462277265.0
2025-02-01 00:00:00,3485229870.0
2025-02-02 00:00:00,3299373199.0
2025-02-03 00:00:00,2982867998.0
